0,-43155675.04,197881.86,42957793.18,262305.77,31707142850.41,34548781.50
1,-1825163.19,101002.94,1724160.25,14470.72,8786973660.76,65479979.15
2,-2653852.51,100553.61,2553298.90,20262.66,2984631280.70,73837695.72
3,-2726294.64,109545.13,2616749.52,20862.83,2111807961.77,77312772.24
4,-2404937.36,114914.79,2290022.57,18139.37,1558574648.03,74379609.81
5,-2152027.18,109844.01,2042183.16,15914.33,1191980427.46,70938308.83
6,-2339913.97,106812.22,2233101.75,18712.35,980308964.44,67345567.14
7,-2300019.55,108489.58,2191529.97,18070.54,888534096.08,65920535.97
8,-2249858.68,99163.69,2150694.99,18431.25,883153669.51,65042344.23
9,-2148289.86,103864.82,2044425.04,16605.96,849866467.44,66407371.30
10,-2199152.94,109411.72,2089741.22,17722.52,807256501.80,64659470.72
11,-2394759.95,117832.62,2276927.33,20305.56,767903119.32,64865606.20
12,-2134265.44,119682.18,2014583.26,16260.84,743980987.24,64015995.85
13,-2163309.45,117292.74,2046016.70,16598.01,694986351.99,63533102.41
14,-2145767.17,119993.42,2025773.75,16504.98,681154876.79,63717815.17
15,-2245716.32,111794.46,2133921.85,17437.02,690526660.85,62985498.77
16,-2025207.22,108580.68,1916626.55,15469.98,695474461.62,62966478.11
17,-1831533.13,107162.14,1724370.99,13667.78,641980366.96,62757390.45
18,-1857476.54,105777.11,1751699.44,13246.16,633025441.65,62508824.17
19,-1961099.91,104577.37,1856522.54,13961.41,622124541.24,61855642.97
20,-1770241.42,106683.28,1663558.15,13103.81,630678719.47,62444003.53
