0,-2761181.29,367349.54,2381136.70,936388.01,227590356.42,28529585.22
1,-1070839.93,260615.64,810224.29,391837.15,150816402.56,41085923.86
2,-880848.01,207721.73,673126.28,327349.91,127333311.68,37813920.46
3,-698256.09,207562.09,490694.01,228023.53,93012247.12,33688074.83
4,-618621.52,157251.87,461369.65,219955.69,71641134.97,30477192.78
5,-454814.45,121742.81,333071.64,144511.46,66647956.18,27181652.33
6,-432536.34,111500.08,321036.26,139415.69,63998128.71,23136197.73
7,-503408.98,118488.86,384920.12,164095.54,62763398.21,19778625.45
8,-495632.14,109085.39,386546.75,174392.13,62100599.32,17434941.80
9,-455291.25,107487.04,347804.21,153710.50,60781067.95,15798202.87
10,-492563.17,113848.96,378714.20,171675.90,59734183.82,14378691.58
11,-503862.37,116100.24,387762.14,174101.57,62924855.29,13304542.38
12,-528406.87,114596.21,413810.66,187345.78,64850158.51,12937956.54
13,-447297.61,115581.68,331715.93,145025.46,65303965.66,12304150.97
14,-460066.60,105142.87,354923.73,159811.98,61756749.94,11524798.45
15,-553117.00,109441.32,443675.68,206929.69,57849492.78,10914952.10
16,-511673.78,110503.86,401169.92,179718.15,52811500.16,10460919.12
17,-477730.90,109241.15,368489.74,163874.17,52924432.44,10422107.83
18,-442574.77,125072.98,317501.79,137832.19,46748451.05,10242245.40
19,-481314.59,109607.66,371706.92,164567.28,45686034.73,10018759.57
20,-491658.17,104944.39,386713.79,173657.88,43132707.25,10171089.78
