0,-2251549.90,311654.64,1924980.25,799850.12,411134149.81,35388797.81
1,-2023252.89,300563.55,1722689.33,795325.76,739500908.62,76122591.58
2,-1908759.55,297404.65,1611354.90,738674.94,787005444.27,108912482.51
3,-2095523.30,301881.83,1793641.47,837319.24,794670122.52,134400770.68
4,-2024120.86,292551.95,1731568.91,782756.54,1057341881.62,154248713.05
5,-2982315.50,348473.24,2633842.26,1094501.59,1321168074.24,166624701.39
6,-2533160.23,330110.96,2203049.27,963448.79,1201498971.86,180795981.61
7,-1942663.61,302507.07,1640156.54,758240.37,1181098317.69,181335299.53
8,-2220199.34,310538.18,1909661.15,860002.00,1409724270.39,181581754.18
9,-2053125.42,304225.94,1748899.49,801179.09,1189125338.84,180915012.12
10,-1835795.86,284218.44,1551577.42,705126.68,1171429144.51,174841610.41
11,-1461396.80,278912.22,1182484.59,568229.23,1222259284.36,173159075.06
12,-1401592.80,294251.98,1107340.82,547703.50,1072465565.42,164630410.42
13,-1386829.88,286818.64,1100011.24,550094.66,979867350.38,157494825.44
14,-1294526.40,280554.28,1013972.12,492684.30,837436553.48,148889772.12
15,-1391044.59,276788.14,1114256.45,544832.55,784651447.42,144311110.05
16,-1270640.94,265120.75,1005520.20,487113.80,716499359.16,139275596.48
17,-1285793.57,271263.40,1014530.17,501903.48,743208790.27,133649552.23
18,-1197336.32,272967.96,924368.36,461661.63,602019029.78,132661747.28
19,-1011659.86,252624.15,759035.72,384904.30,555310306.55,124261386.64
20,-1069870.60,250101.99,819768.61,409577.38,476287400.98,116420257.61
21,-954214.43,252459.52,701754.91,356782.32,398288289.73,112930469.98
