0,-1253148.29,315228.19,928388.62,322470.62,122267660.52,8881302.42
1,-692188.63,271630.48,420558.15,170235.55,177348434.22,11754135.21
2,-512870.87,233331.05,279539.82,116151.57,124498749.24,10033283.45
3,-486259.69,230936.85,255322.84,96122.06,87314360.05,9308687.21
4,-467287.14,218856.98,248430.15,95627.08,81201681.99,9256271.76
5,-363945.10,174394.56,189550.55,76567.36,84054369.96,9122193.72
6,-384221.24,166206.02,218015.22,90364.13,86743695.91,8446602.61
7,-482185.00,178410.40,303774.60,130932.97,74340291.19,7540052.33
8,-376522.11,151209.19,225312.91,92519.33,58883066.11,6109107.22
9,-321433.71,142876.37,178557.34,67479.04,47743743.61,5634898.02
10,-331738.75,140397.58,191341.17,75762.57,47940411.13,5826534.57
11,-323002.10,133975.85,189026.25,74180.49,49686154.52,5647066.89
12,-304622.72,143701.16,160921.56,63951.89,46148344.77,5244238.06
13,-332481.16,156176.18,176304.98,67302.59,43541743.83,4996356.68
14,-352756.11,171293.54,181462.57,68632.78,39744304.77,5299381.71
15,-328023.44,152804.25,175219.19,66960.25,34349555.09,5337609.13
16,-284577.51,138553.89,146023.62,57083.26,34165038.42,5483696.17
17,-290487.59,126483.87,164003.72,61784.23,32510333.54,5171519.50
18,-263311.62,124345.14,138966.48,51537.82,31716901.49,4570598.04
19,-341860.10,144132.25,197727.86,74754.71,29861183.33,4144181.21
20,-302201.43,135756.18,166445.25,60890.98,32350285.83,3579007.94
21,-268444.56,137261.98,131182.58,49068.28,30836868.29,3455649.78
