0,-1531484.26,387254.51,1130755.65,328571.90,14386447019.82,16204405.64
1,-1149518.24,362516.62,787001.63,277907.47,12898963941.07,-66680498.50
2,-1129984.23,362842.36,767141.86,284468.79,8688049793.62,10130252.54
3,-999894.71,360413.37,639481.34,251118.31,5706048723.51,93523924.59
4,-881515.57,343077.09,538438.48,221577.67,4793487088.17,123398957.61
5,-787723.90,322922.31,464801.59,192741.26,3725932942.84,135293258.65
6,-742182.66,334198.72,407983.94,168166.00,2660541219.82,147600733.13
7,-717753.82,312161.90,405591.92,169395.57,2109138680.46,157477081.05
8,-669879.42,312146.81,357732.61,148192.92,1635081775.40,154997333.77
9,-671024.25,312064.53,358959.72,141772.50,1472582489.66,150143658.24
10,-540734.17,284892.43,255841.74,102021.22,1305935623.28,143810700.93
11,-490993.94,280209.83,210784.11,84054.72,1000984157.55,140122305.60
12,-587367.52,274335.83,313031.69,96611.61,984088249.44,138106559.87
13,-438282.39,259650.87,178631.53,70870.43,923528726.40,135458955.02
14,-434577.22,255085.81,179491.41,72077.85,800065496.77,133942131.14
15,-468843.66,254624.68,214218.98,84439.03,923297019.80,127676543.73
16,-412189.48,234291.72,177897.76,72611.44,767376693.93,118104676.77
17,-408207.58,243664.38,164543.20,64481.82,615053820.00,126540341.30
18,-394193.15,237070.12,157123.03,60778.03,582447503.48,127402005.22
19,-384542.10,231234.22,153307.88,59375.17,506478510.32,126063064.02
20,-383560.49,231783.13,151777.35,58674.01,482599832.76,125425634.97
21,-383256.97,233316.23,149940.74,56922.09,441530611.49,125153290.97
