0,-1736505.91,181158.91,1539078.48,650648.71,255289905.81,28568501.82
1,-1255498.51,176256.59,1079241.91,507496.74,366433220.43,47921582.67
2,-1129650.42,169034.50,960615.92,465308.06,355644823.97,62992210.41
3,-1073228.96,158817.52,914411.44,451060.26,301252972.49,75035597.70
4,-816242.09,150409.70,665832.40,338324.16,265800434.00,82438437.14
5,-704170.67,145423.53,558747.14,282540.26,201405624.06,82027580.90
6,-933813.91,165401.13,768412.78,394387.55,197012574.30,81497244.04
7,-888697.07,169663.73,719033.34,360475.31,148458253.32,82338656.55
8,-761678.33,168703.62,592974.71,306843.52,125795833.70,82779151.63
9,-864631.32,182768.85,681862.48,340413.72,133556693.70,83472407.79
10,-884321.63,181220.55,703101.08,366753.63,113285176.76,83382946.91
11,-601115.72,164418.32,436697.41,208041.73,97424613.23,81735813.20
12,-513480.31,147861.74,365618.58,169316.95,91961448.39,76825663.56
13,-503312.06,142239.99,361072.08,165490.10,85814249.55,71892651.00
14,-493280.26,146405.75,346874.51,155849.23,105929031.26,67602598.08
15,-453665.25,142282.85,311382.40,138365.78,103431298.50,63424401.67
16,-549377.51,158542.35,390835.16,183567.83,89608275.10,59887316.50
17,-756117.56,170669.69,585447.87,276587.58,96297740.87,59740316.50
18,-535594.80,150047.42,385547.39,178849.58,84339060.52,60100658.95
19,-519828.11,155577.20,364250.91,166017.03,80656611.85,57324112.88
20,-481696.78,154418.60,327278.18,148114.07,80968923.25,54385817.58
21,-485321.54,153202.16,332119.38,151128.34,74264281.54,51774922.75
