0,-2237718.28,272937.69,1954443.18,732979.08,217132398.94,25600316.46
1,-613832.56,132175.87,481656.69,224180.10,147051838.34,20432867.09
2,-519661.37,123166.16,396495.21,178935.64,100080912.23,12618863.92
3,-503396.85,114956.91,388439.94,176613.57,62021683.12,11559371.34
4,-540960.59,116649.84,424310.75,192092.66,49377029.63,11818559.28
5,-546115.33,133175.56,412939.77,187348.78,50247674.08,12166255.14
6,-528510.35,121708.34,406802.01,182368.06,51786945.22,12321933.72
7,-479591.45,120052.74,359538.71,156968.33,62809038.87,12317818.36
8,-460538.13,120657.31,339880.82,147960.22,54281001.69,12244722.34
9,-445101.70,114289.45,330812.25,140397.19,56976319.37,11630890.25
10,-454623.72,115969.67,338654.05,144041.59,64051556.44,10516562.95
11,-503009.89,115879.61,387130.28,168294.50,54731416.39,9677396.04
12,-463953.71,116454.77,347498.94,152937.37,54173787.99,9093797.97
13,-482856.88,116603.28,366253.60,156071.04,59198024.71,8256016.08
14,-415874.14,107951.65,307922.49,132515.11,59450461.09,7854953.35
15,-464468.72,116796.33,347672.39,154660.88,54802489.92,7366122.57
16,-456883.70,112842.35,344041.35,151477.68,54738538.14,7218649.17
17,-472022.95,109675.25,362347.70,165458.15,54764519.23,6965267.26
18,-521805.23,122203.17,399602.06,181135.43,60360961.75,6892921.10
19,-438145.04,114610.14,323534.90,135036.38,57440595.59,7052058.77
20,-461677.17,115974.98,345702.19,149720.04,54615086.78,7204912.67
