0,-2163548.85,428240.53,1727000.74,492513.72,710016165.28,6005293.75
1,-1198923.05,366879.87,832043.18,297473.92,1196627394.53,22464618.23
2,-1076351.87,316052.71,760299.16,293884.67,1041295478.70,28384396.65
3,-943608.52,315709.32,627899.21,264869.30,713604100.50,33222934.25
4,-1002822.47,317037.31,685785.16,275531.37,505805575.13,40270111.55
5,-737755.66,279160.30,458595.36,195079.36,453103258.63,45311715.25
6,-748169.28,272910.39,475258.89,198645.85,382570463.07,47075424.29
7,-818759.19,281857.64,536901.55,201342.71,348135090.11,46729147.95
8,-1017301.13,299580.59,717720.54,235114.44,373875824.62,46779752.03
9,-1054037.07,312796.23,741240.85,235831.25,412522934.12,48569742.78
10,-968908.47,369110.00,599798.47,222870.64,459382810.02,52000514.40
11,-966066.04,401346.94,564719.10,215642.07,444779104.42,55408058.43
12,-798514.05,302117.97,496396.08,197997.20,342294955.03,57547125.66
13,-835362.31,309805.06,525557.25,207593.09,310010623.63,60383135.71
14,-933380.25,352452.35,580927.89,217996.44,340378333.26,64361144.35
15,-794476.98,301720.12,492756.86,188178.01,327680351.39,64051037.57
16,-702680.97,282458.76,420222.21,164535.41,344289437.57,62585250.06
17,-617546.01,270173.96,347372.05,139493.42,231885772.67,58909612.06
18,-529522.47,239785.24,289737.23,118043.98,209365554.49,57672090.36
19,-429236.93,204515.57,224721.36,97743.53,196038112.62,54575664.34
20,-489420.01,229277.94,260142.07,114651.30,157667348.61,52266461.37
21,-405259.46,192288.12,212971.33,92578.46,147326233.31,52498893.08
