0,-1459069.82,393706.74,1056115.43,362068.04,211196122.00,10443200.00
1,-897992.15,359459.72,538532.44,197714.94,304032432.55,14682305.35
2,-584037.94,240283.82,343754.13,128537.93,207020383.90,13890063.83
3,-462648.90,189487.61,273161.29,111847.97,104435787.41,11540788.68
4,-446523.96,161467.49,285056.46,124200.56,95518681.58,10389624.95
5,-382306.57,155205.72,227100.85,95737.64,98337215.85,9953484.49
6,-399290.99,183455.44,215835.55,89564.35,88864927.09,8448699.75
7,-403965.44,157837.86,246127.57,106378.61,81766926.28,5935068.90
8,-336493.67,135002.45,201491.22,83489.16,82661388.94,4507070.65
9,-310371.41,133499.41,176872.00,70267.25,61221917.49,3585996.60
10,-377179.49,152493.21,224686.27,85877.73,54562979.21,3358981.78
11,-316374.70,132019.30,184355.40,70023.56,48088297.38,3171346.79
12,-299656.33,120945.37,178710.96,70180.65,46047218.73,2728891.89
13,-305185.61,116423.10,188762.51,75765.53,44066038.72,2657075.89
14,-365460.43,132744.56,232715.87,95618.65,42465265.91,2767115.27
15,-288172.77,122315.36,165857.41,64817.45,38386665.08,2978885.76
16,-332655.25,125190.11,207465.14,78666.32,36944253.98,3409687.65
17,-296772.97,120103.08,176669.89,65914.66,32423661.04,3761074.71
18,-296920.06,128626.94,168293.12,63890.44,30252888.53,3673304.66
19,-278415.97,116810.45,161605.52,60386.43,26442768.46,3650586.23
20,-246736.36,103489.95,143246.41,51166.93,25070862.05,3867797.23
21,-291544.47,113346.50,178197.97,60872.55,24620549.76,4194838.81
