0,-1961133.54,432938.80,1507013.23,665475.86,8923155486.50,259236515.17
1,-1624172.15,396086.59,1228085.56,583949.82,8674160726.51,364263192.25
2,-1411118.21,383434.28,1027683.92,499751.49,6434638692.54,332400018.27
3,-1178539.50,378529.06,800010.44,398686.78,3871756951.81,317728129.03
4,-1068073.28,370749.58,697323.70,341926.27,2334605441.79,315527117.30
5,-1077294.34,373383.97,703910.36,344530.88,2161640198.58,317898822.70
6,-1059927.71,372552.74,687374.96,341160.58,2068887857.88,317716145.50
7,-1043647.03,366242.02,677405.01,335072.68,1910819434.18,313436357.72
8,-993791.24,358322.32,635468.92,315562.82,1706622087.62,305463357.12
9,-942935.66,354561.57,588374.09,293080.98,1480380404.18,294693093.77
10,-847865.83,342711.89,505153.94,250704.42,1294847373.88,281738572.95
11,-763749.66,332501.08,431248.58,211493.15,948951922.97,265521179.58
12,-711644.97,324510.41,387134.56,185184.57,646210136.70,255328047.66
13,-712027.40,321823.08,390204.32,184890.68,535295654.84,249418708.12
14,-704640.78,319035.32,385605.46,183012.51,500526402.92,245850988.50
15,-666357.14,311182.64,355174.50,167140.88,467905050.77,243160727.94
16,-645511.40,307056.85,338454.55,155461.05,446158962.44,240881179.45
17,-638245.79,304880.94,333364.85,152099.98,406206487.12,237708557.19
18,-619057.11,300592.29,318464.83,142990.05,390853575.04,235278248.39
19,-612867.43,295835.74,317031.69,142617.97,356869665.78,230924563.89
20,-597361.84,292713.50,304648.35,134470.92,338091754.67,227058820.82
