0,-141603408.84,275159.38,141328249.45,422699.06,47557538760.40,38579547.69
1,-5581075.65,163503.44,5417572.21,37511.10,16233736993.15,91378614.31
2,-3820232.87,162412.79,3657820.08,26465.20,5890805031.51,104504359.46
3,-2999855.47,147869.51,2851985.96,23245.73,2924084485.44,101765802.71
4,-2919652.93,140199.46,2779453.47,22542.46,1874945931.22,92086789.70
5,-2481851.13,144423.68,2337427.45,18881.64,1487104300.21,84667643.48
6,-2137258.03,145067.58,1992190.45,15269.98,1277699053.66,75566845.12
7,-2189285.30,140647.21,2048638.08,14427.07,1081586112.53,64863005.48
8,-2262247.70,137196.88,2125050.82,14303.67,1013372102.33,56683700.49
9,-2236390.47,138365.69,2098024.79,15219.06,955643657.77,54215644.32
10,-1921838.98,135313.38,1786525.60,13531.97,882371407.65,52546778.09
11,-2020906.60,136417.73,1884488.87,13604.31,811170863.31,52989365.83
12,-1852948.07,132887.53,1720060.54,12822.81,686518698.18,52449918.95
13,-1722388.15,121465.44,1600922.70,12302.78,649753351.65,50585639.27
14,-1662779.01,120274.67,1542504.34,12065.65,644528038.64,50481008.53
15,-1624965.18,119826.28,1505138.90,11703.39,613868180.89,52224053.60
16,-1554677.81,120713.49,1433964.32,11228.04,593014219.70,52848420.02
17,-1504821.23,117806.04,1387015.18,11066.83,578813204.69,51872115.96
18,-1568099.93,111971.68,1456128.25,11576.79,595216431.88,51558729.12
19,-1730251.65,113955.20,1616296.45,12453.82,617811080.54,51320893.79
20,-1591917.39,116132.21,1475785.18,11367.79,605761471.06,51774868.69
